message,subject,complaint_text,intent,category
"The Shopzilla executive was very polite in nature and understanding but the only problem I had was that I wanted to know the exact reason for the delay but I go to know the same reason which I knew earlier and I'm asked to wait till 16 Aug. so let's wait until 16Aug.Other than that calling experience was good, simple very formal Thank you",,"The Shopzilla executive was very polite in nature and understanding but the only problem I had was that I wanted to know the exact reason for the delay but I go to know the same reason which I knew earlier and I'm asked to wait till 16 Aug. so let's wait until 16Aug.Other than that calling experience was good, simple very formal Thank you",Delayed,DELIVERY_SHIPPING_PROBLEM
Good response of customer care,,Good response of customer care,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very,,Very,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Support wise it's good but need to resolve the issues ASAP from your side,,Support wise it's good but need to resolve the issues ASAP from your side,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Give customer service number also in your site,,Give customer service number also in your site,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
I m very happy to talk with the particular executive,,I m very happy to talk with the particular executive,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Oraf,,Oraf,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good conversation,,Very good conversation,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
V good,,V good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
rude behaviour of customer executive and he unable to solve my problem.,,rude behaviour of customer executive and he unable to solve my problem.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Request Holding the calls I will be boring that times, please play do better old is gold songs. Thank you?????",,"Request Holding the calls I will be boring that times, please play do better old is gold songs. Thank you?????",Product Specific Information,PRODUCT_ISSUE
Thanks for informing,,Thanks for informing,Not Needed,REFUND_REQUEST
No,,No,Product Specific Information,PRODUCT_ISSUE
Excellent,,Excellent,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Worst service I have feel,,Worst service I have feel,Product Specific Information,PRODUCT_ISSUE
No,,No,Fraudulent User,SECURITY_CONCERN
??,,??,Refund Enquiry,REFUND_REQUEST
VERY BED SERVICES,,VERY BED SERVICES,Delayed,DELIVERY_SHIPPING_PROBLEM
It's wosame,,It's wosame,Refund Related Issues,REFUND_REQUEST
"I am dissatisfied and disappointed with Shopzilla first time..Because u have 7 day return policy for all product and promised the same for moto edge 40 also But after purchase you people say there is no return of product and only moto customer service will take care this , they are telling there is no return policy for all moto product ,So stop selling any product with no return and don't make us fool.",,"I am dissatisfied and disappointed with Shopzilla first time..Because u have 7 day return policy for all product and promised the same for moto edge 40 also But after purchase you people say there is no return of product and only moto customer service will take care this , they are telling there is no return policy for all moto product ,So stop selling any product with no return and don't make us fool.",Installation/demo,PRODUCT_ISSUE
Good service,,Good service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Shame on Shopzilla,,Shame on Shopzilla,Service Centres Related,SERVICE_QUALITY
Return pikup and refund me,,Return pikup and refund me,Installation/demo,PRODUCT_ISSUE
Na,,Na,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
was excellent but the time to connect should be less else everything is good,,was excellent but the time to connect should be less else everything is good,Wrong,PRODUCT_ISSUE
Improve connectivity,,Improve connectivity,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Speak friendly,,Speak friendly,UnProfessional Behaviour,SERVICE_QUALITY
I'm happy with Shopzilla support executive and awesome date of both replacement and pickup thank you Shopzilla to hear my concern regarding in my way.,,I'm happy with Shopzilla support executive and awesome date of both replacement and pickup thank you Shopzilla to hear my concern regarding in my way.,Return request,REFUND_REQUEST
nice behavior by customer agent,,nice behavior by customer agent,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
ok,,ok,Product Specific Information,PRODUCT_ISSUE
Good ??,,Good ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
Your customer care is help me all issue. But your company is very bad,,Your customer care is help me all issue. But your company is very bad,Delayed,DELIVERY_SHIPPING_PROBLEM
Resolve my issue as soon as possible,,Resolve my issue as soon as possible,Installation/demo,PRODUCT_ISSUE
Your service is very poor as I ordered one product since one and half months ago and the item not yet received and you are not taking any proper action,,Your service is very poor as I ordered one product since one and half months ago and the item not yet received and you are not taking any proper action,Delayed,DELIVERY_SHIPPING_PROBLEM
Worst experience if my query don't get resolved I will go to consumer court,,Worst experience if my query don't get resolved I will go to consumer court,Exchange / Replacement,PRODUCT_ISSUE
Nice,,Nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Need Special policies in terms of countrified and used products.,,Need Special policies in terms of countrified and used products.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Sir help the customer with there problemsNot with your patience,,Sir help the customer with there problemsNot with your patience,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Some Shopzilla delivery boys are scammer and some  customer care executives are really useless.Please improve your services. Other wise you lost your customers,,Some Shopzilla delivery boys are scammer and some customer care executives are really useless.Please improve your services. Other wise you lost your customers,Delayed,DELIVERY_SHIPPING_PROBLEM
My issue is not resolve,,My issue is not resolve,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Waste ur concern,,Waste ur concern,Return request,REFUND_REQUEST
Third class service,,Third class service,Installation/demo,PRODUCT_ISSUE
Good,,Good,Missing,PRODUCT_ISSUE
No one sort out my issue. Totally disppointed with the customer care,,No one sort out my issue. Totally disppointed with the customer care,General Enquiry,OTHER
"Thank you Shopzilla ,your team members are very good in resolving the problem of customer.",,"Thank you Shopzilla ,your team members are very good in resolving the problem of customer.",Wrong,PRODUCT_ISSUE
My product replace ment ke liye,,My product replace ment ke liye,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Custome care support person talking very good and I hope as soon as possible solve my problems,,Custome care support person talking very good and I hope as soon as possible solve my problems,Service Centres Related,SERVICE_QUALITY
"???? ??????,",,"???? ??????,",Order status enquiry,DELIVERY_SHIPPING_PROBLEM
She very polite and concerned she arranged replacement for non returnable item where part was missing,,She very polite and concerned she arranged replacement for non returnable item where part was missing,Return request,REFUND_REQUEST
Support krne   tq,,Support krne tq,Refund Related Issues,REFUND_REQUEST
"Customer service is very good and very well understand all our things and very quickly whatever issue we have, they solve it easily.",,"Customer service is very good and very well understand all our things and very quickly whatever issue we have, they solve it easily.",Return request,REFUND_REQUEST
I had really good experience while talking to support executive,,I had really good experience while talking to support executive,Return request,REFUND_REQUEST
Train the executives on how to handle customer complaints to improve Shopzilla brand Reputation.,,Train the executives on how to handle customer complaints to improve Shopzilla brand Reputation.,Not Needed,REFUND_REQUEST
Return policy should be thereCustomer support --- Good job??Keep it up!!!,,Return policy should be thereCustomer support --- Good job??Keep it up!!!,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very bad,,Very bad,Exchange / Replacement,PRODUCT_ISSUE
Thanks,,Thanks,Service Centres Related,SERVICE_QUALITY
Super??,,Super??,Return request,REFUND_REQUEST
Customer service 5/5,,Customer service 5/5,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Interaction with customer service executive was very amazing and helpful,,Interaction with customer service executive was very amazing and helpful,Return request,REFUND_REQUEST
Was good to talk,,Was good to talk,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good behaviour,,Good behaviour,Return request,REFUND_REQUEST
Problem not solved,,Problem not solved,Installation/demo,PRODUCT_ISSUE
????,,????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you ??,,Thank you ??,Product Specific Information,PRODUCT_ISSUE
Nowadays Shopzilla is doing very good,,Nowadays Shopzilla is doing very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
job,,job,Installation/demo,PRODUCT_ISSUE
Thenk,,Thenk,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very polite and good behaviour,,Very polite and good behaviour,Return request,REFUND_REQUEST
"No exchange only refund,",,"No exchange only refund,",Fraudulent User,SECURITY_CONCERN
Pathetic customer service till date.....,,Pathetic customer service till date.....,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Good service,,Good service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Service is not good,,Service is not good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Not resolved in my ishu,,Not resolved in my ishu,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
It\u2019s take time to connect customer care,,It\u2019s take time to connect customer care,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Experience are good talking to him,,Experience are good talking to him,UnProfessional Behaviour,SERVICE_QUALITY
Not satisfied with customer service,,Not satisfied with customer service,Refund Related Issues,REFUND_REQUEST
Good ??,,Good ??,Invoice request,BILLING_PROBLEM
Good behaviour,,Good behaviour,Invoice request,BILLING_PROBLEM
I don't think I will be trusting Shopzilla for my purchases in the future due to this experience.,,I don't think I will be trusting Shopzilla for my purchases in the future due to this experience.,Installation/demo,PRODUCT_ISSUE
Make deliveries and pickups accessable to everyone. And u take way longer time to do these....,,Make deliveries and pickups accessable to everyone. And u take way longer time to do these....,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Wrong,PRODUCT_ISSUE
The cx executive was very helpful hope to get a call back within 24 hours as promised!,,The cx executive was very helpful hope to get a call back within 24 hours as promised!,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Poor response from Shopzilla, not trained executive.",,"Poor response from Shopzilla, not trained executive.",Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Something went wrong with call and without giving solution. But he did not try to reach me again.,,Something went wrong with call and without giving solution. But he did not try to reach me again.,Delayed,DELIVERY_SHIPPING_PROBLEM
3,,3,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Not Needed,REFUND_REQUEST
Awesome ??,,Awesome ??,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Good,,Good,Product Specific Information,PRODUCT_ISSUE
Mera dupatta nhi aaya h so please dupatta  dilva  dijiye,,Mera dupatta nhi aaya h so please dupatta dilva dijiye,Refund Related Issues,REFUND_REQUEST
??,,??,Fraudulent User,SECURITY_CONCERN
Don't loose customers who are regular and interested with your organisation by putting some unnecessary constraints. Very bad Shopzilla. One day U will loose major customers and realise. But no use.,,Don't loose customers who are regular and interested with your organisation by putting some unnecessary constraints. Very bad Shopzilla. One day U will loose major customers and realise. But no use.,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
All ok,,All ok,Invoice request,BILLING_PROBLEM
So good deal,,So good deal,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good information thankyou,,Good information thankyou,UnProfessional Behaviour,SERVICE_QUALITY
customer service direct contact number or email should be there on website.,,customer service direct contact number or email should be there on website.,Invoice request,BILLING_PROBLEM
Thanks,,Thanks,Delayed,DELIVERY_SHIPPING_PROBLEM
Return policy is inconvenient for electronic products,,Return policy is inconvenient for electronic products,Installation/demo,PRODUCT_ISSUE
Very poor service,,Very poor service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very poor,,Very poor,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer service so good,,Customer service so good,Installation/demo,PRODUCT_ISSUE
